Annee;Diplôme;Numéro de l'établissement;Établissement;Établissement actuel;Code de l'académie;Académie;Code du domaine;Domaine;Code de la discipline;Discipline;situation;Remarque;Nombre de réponses;Taux de réponse;Poids de la discipline;Taux d’insertion;Taux d'emploi;Taux d'emploi salarié en France;% emplois cadre ou professions intermédiaires;% emplois stables;% emplois à temps plein;Salaire net médian des emplois à temps plein;Salaire brut annuel estimé;% de diplômés boursiers;Taux de chômage régional;Salaire net mensuel médian régional;% emplois cadre;% emplois extérieurs à la région de l’université;% femmes;Salaire net mensuel régional 1er quartile;Salaire net mensuel régional 3ème quartile;cle_ETAB;cle_DISC;Id_Paysage
2015;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;80;57;33;86;;;78;54;68;1780;27800;21;7.8;2060;60;22;77;1600;2570;Paris 7 - Denis Diderot_18;disc07_18;5KpJ9
2015;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;;30;59;12;90;;;ns;ns;ns;ns;ns;21;7.8;2060;ns;ns;90;1600;2570;Paris 7 - Denis Diderot_30;disc09_30;5KpJ9
2015;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;106;62;41;88;;;97;71;97;2100;32800;21;7.8;2060;89;23;39;1600;2570;Paris 7 - Denis Diderot_18;disc12_18;5KpJ9
2015;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;38;65;14;80;;;90;57;94;ns;ns;21;7.8;2060;77;ns;62;1600;2570;Paris 7 - Denis Diderot_18;disc13_18;5KpJ9
2015;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;36;51;15;92;;;100;88;97;2470;38500;21;7.8;2060;96;21;30;1600;2570;Paris 7 - Denis Diderot_30;disc14_30;5KpJ9
2015;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;22;68;9;ns;;;ns;ns;ns;ns;ns;21;7.8;2060;ns;ns;ns;1600;2570;Paris 7 - Denis Diderot_18;disc16_18;5KpJ9
2015;MASTER ENS;0755890V;Sorbonne Université;;A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);107;46;100;99;;;99;99;96;1860;29000;16;7.8;2060;92;8;81;1600;2570;Sorbonne Université_18;disc18_18;bxPQe
2015;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;11;42;2;ns;;;ns;ns;ns;ns;ns;27;7.8;2060;ns;ns;ns;1600;2570;Sorbonne Université_18;disc01_18;bxPQe
2015;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;11;42;2;ns;;;ns;ns;ns;ns;ns;27;7.8;2060;ns;ns;ns;1600;2570;Sorbonne Université_30;disc04_30;bxPQe
2015;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;215;61;31;91;;;88;72;92;2100;32800;27;7.8;2060;75;19;77;1600;2570;Sorbonne Université_30;disc07_30;bxPQe
2015;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;;51;72;7;76;;;59;67;87;ns;ns;27;7.8;2060;46;19;66;1600;2570;Sorbonne Université_18;disc08_18;bxPQe
2015;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;148;59;22;88;;;86;56;96;1900;29600;27;7.8;2060;74;18;81;1600;2570;Sorbonne Université_18;disc10_18;bxPQe
2015;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;93;52;16;94;;;94;61;95;1900;29600;27;7.8;2060;70;23;68;1600;2570;Sorbonne Université_30;disc13_30;bxPQe
2015;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;61;52;11;95;;;100;87;100;2200;34300;27;7.8;2060;98;18;17;1600;2570;Sorbonne Université_18;disc16_18;bxPQe
2011;MASTER LMD;0750736T;Paris - Dauphine;;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;0;;;;;;;;;;;39;8.6;1990;;;;;;Paris - Dauphine_30;disc16_30;C6Ps7
2011;MASTER ENS;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;MEEF;Masters enseignement;disc20;Masters enseignement : second degré, CPE...;30 mois après le diplôme;;27;54;4;ns;;;ns;ns;ns;ns;ns;19;8.6;1990;ns;ns;ns;;;Paris 1 - Panthéon Sorbonne_30;disc20_30;6G2TU
2011;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;34;73;9;100;;;94;53;97;ns;ns;19;8.6;1990;91;30;68;;;Paris René Descartes_30;disc13_30;O2v0H
2011;MASTER ENS;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;MEEF;Masters enseignement;disc20;Masters enseignement : second degré, CPE...;30 mois après le diplôme;;37;66;11;95;;;97;94;97;1880;29400;28;8.6;1990;92;20;78;;;Paris Pierre et Marie Curie_30;disc20_30;3RMeh
2011;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;83;62;27;87;;;96;56;93;1800;28100;28;8.6;1990;71;40;67;;;Paris Pierre et Marie Curie_30;disc13_30;3RMeh
2011;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;29;90;8;ns;;;ns;ns;ns;ns;ns;18;8.6;1990;ns;ns;ns;;;Paris 7 - Denis Diderot_30;disc16_30;5KpJ9
2016;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;109;83;11;91;;;98;54;100;2200;34300;24;7.6;1980;93;18;68;1550;2420;Paris 1 - Panthéon Sorbonne_30;disc05_30;6G2TU
2016;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;;74;84;7;86;;;85;38;90;1940;30300;24;7.6;1980;62;35;53;1550;2420;Paris 1 - Panthéon Sorbonne_18;disc08_18;6G2TU
2016;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;5;67;1;ns;;;ns;ns;ns;ns;ns;24;7.6;1980;ns;ns;ns;1550;2420;Paris 1 - Panthéon Sorbonne_18;disc14_18;6G2TU
